symbol,ctmString,open,close,high,low,vol,quoteId,datetime,rsiM1,signal,signal_price
US500,"May 7, 2024, 4:01:00 PM",5212.7,5211.0,5212.7,5210.2,20048.0,5,2024-05-07 16:01:00,,HOLD,
US500,"May 7, 2024, 4:02:00 PM",5211.4,5213.0,5213.0,5211.4,17859.0,5,2024-05-07 16:02:00,,HOLD,
US500,"May 7, 2024, 4:03:00 PM",5213.0,5213.9,5213.9,5212.5,13188.0,5,2024-05-07 16:03:00,,HOLD,
US500,"May 7, 2024, 4:04:00 PM",5213.2,5213.2,5214.6,5212.7,14194.0,5,2024-05-07 16:04:00,,HOLD,
US500,"May 7, 2024, 4:05:00 PM",5213.2,5213.5,5213.7,5212.5,14672.0,5,2024-05-07 16:05:00,,HOLD,
US500,"May 7, 2024, 4:06:00 PM",5213.9,5214.2,5214.7,5213.0,13841.0,5,2024-05-07 16:06:00,,HOLD,
US500,"May 7, 2024, 4:07:00 PM",5213.9,5214.7,5215.7,5213.9,11148.0,5,2024-05-07 16:07:00,,HOLD,
US500,"May 7, 2024, 4:08:00 PM",5214.5,5214.2,5215.2,5214.0,8277.0,5,2024-05-07 16:08:00,,HOLD,
US500,"May 7, 2024, 4:09:00 PM",5214.7,5214.9,5215.4,5214.2,6151.0,5,2024-05-07 16:09:00,,HOLD,
US500,"May 7, 2024, 4:10:00 PM",5214.7,5214.9,5215.4,5214.2,7524.0,5,2024-05-07 16:10:00,,HOLD,
US500,"May 7, 2024, 4:11:00 PM",5214.7,5215.2,5215.2,5214.2,6590.0,5,2024-05-07 16:11:00,,HOLD,
US500,"May 7, 2024, 4:12:00 PM",5215.5,5215.0,5216.4,5214.5,7259.0,5,2024-05-07 16:12:00,76.40510258934009,HOLD,
US500,"May 7, 2024, 4:13:00 PM",5215.2,5216.4,5216.4,5215.2,6773.0,5,2024-05-07 16:13:00,83.36735134139293,HOLD,
US500,"May 7, 2024, 4:14:00 PM",5216.4,5217.7,5217.7,5215.9,8492.0,5,2024-05-07 16:14:00,87.21939265772225,HOLD,
US500,"May 7, 2024, 4:15:00 PM",5217.7,5217.4,5217.7,5216.2,9547.0,5,2024-05-07 16:15:00,82.37651471126858,HOLD,
US500,"May 7, 2024, 4:16:00 PM",5217.7,5217.2,5217.9,5216.5,7123.0,5,2024-05-07 16:16:00,79.15350194613302,HOLD,
US500,"May 7, 2024, 4:17:00 PM",5217.2,5217.2,5217.9,5216.7,6140.0,5,2024-05-07 16:17:00,79.153501946133,HOLD,
